tweet_id,text,task1
1130053576456323074,"RT @williamnhutton: Boris Johnson, a charlatan and an inveterate liar, will complete the transmutation of the Tory party into an ultra righ…",NOT
1130211760412221441,RT @JAYVERSACE: this shit took me back i’m bouta cry bitch https://t.co/HsAweKYuvv,HOF
1130161391032098816,RT @BrennenTaylor: Beauty gurus are so problematic... can’t yall just not shit talk eachother and just post videos? This is not some compet…,HOF
1126939423147425792,"RT @Tim_R_Dawson: Happy to stand with the ""old cunts"". 
""Miriam and Malcolm Gammon"", they're my people.
Sick of thick, sanctimonious, over-…",HOF
1130297387157786626,"So basically, after all that. Jon’s gone back to the wall, Bran is King and Arya is going travelling??? Wtf.… https://t.co/6BafnjZ5Im",HOF
1123631371392413696,It’s crazy how the homie introduced me to this lady n she only fuck wit me now,HOF
1126928354412773380,But then I want a lunch plate from “young’s garden”,NOT
1126927096121569281,@_theladycady @TheSunOfMST @tmorello And Twitter found that he’s violated their TOS. Soooooo......buh bye,NOT
1130320413861515267,"RT @sloormp: Gavin: i want some fucking bread

Nines, a in bread costume: now to commence the fucking",HOF
1123769020073824257,PRO GAMER FUCKING NERD,HOF
1126947518158229504,I wish he was fucking me like that!💦,HOF
1130045905049214978,RT @G2Wunder: Ready for the fastest international bo5 ever played?,NOT
1126966061176254464,"Lakers fans are so fucking ridiculous. If you wanna protest, you protest by not going to the games.",HOF
1130195360679309312,"RT @hanjistar: minho grabs jisung’s ass who gets him right back 
#StrayKidsinLA https://t.co/dGBRRlWinW",HOF
1130132014110334978,RT @BlackyTom: Need a scammer to take me under their wing fuck this 6-4 shit,HOF
1123644499559841792,RT @YoungTheGoat: Nigga Said “Wyd” niggas are sick 😭😂 https://t.co/pdXY24sSHn,HOF
1130117480863735808,RT @silverrich39: They'll get no business off me! https://t.co/32IvnvyunA,NOT
1123653618006147073,"RT @SkeletonBarkley: Chubbs update 

He's getting huge

It feels like yesterday that I could hold him with one hand https://t.co/0ih6GJbiw3",NOT
1126861820151644160,Sometimes you just need to weed out the weak,HOF
1127045287409790976,@BTS_twt YOURE SUCH A DORK,HOF
1123499259230347265,"@emma_finance Morning, If I've exclude a transaction is there away to unexclue it?",NOT
1130299282970599425,"RT @pjmsplumplips: The worst ending ive ever seen!! BRAN?????? this is bullshit
#GameOfThronesFinale",HOF
1126976349808279553,"@rosstmiller Yup. As I said, we don't know exactly what she's upset about as she hasn't told us",NOT
1123485216708997121,"nerf bastion', 'i bet he doesnt kiss ya' and 'if you dont like furries go away' are phrases eternally engraved into my soul",NOT
1123752804894613506,RT @AwestruckVox: Daily reminder the MCU’s treatment of Black Widow is fucking ass,HOF
1123555840370278400,They’re waiting in line at Inkigayo to get their sandwiches,NOT
1126943697160015872,"RT @zerenlogy: hi i need mutuals so please if you stan

&gt;&gt;&gt;&gt;nex7&lt;&lt;&lt;&lt; 
nine percent
unine
mr tyger
oner
mr-x
rocket girls
snh48
wayv
luhan,…",NOT
1130279125137027072,RT @Yosiefff: wow fck the Oregonian and that’s on everything. https://t.co/G6C1ZIWquy,HOF
1123744118486786048,@maddiesimonx @AJRBrothers Fucking amazing,HOF
1130299828242604034,RT @esnypilots: here’s the rest of it @the1975 https://t.co/4Mvb2wgxat,NOT
1123567907399766017,"RT @LittleOne1_: confession no 1:

""Little bit tired today cuz homework and i need to wake up fast tomorrow, i hope im doing fine with myse…",NOT
1126875678136082435,"@SaraCarterDC @RepJerryNadler Rep Nadler, This patriotic American supports President Trump, so you’re gonna have to… https://t.co/DB9XryhJWY",NOT
1126862784845766658,@Nark_y I-I WON'T GO IN THERE EITHER,NOT
1123688980174782465,@_mariannecar @pinchpunchpost Wish I'd have thought of it! Glad you decided to do it! 👍👍,NOT
1130092495398998016,"@thekidpink This is such an accurate statement, you’re the most loyal queen 👑",NOT
1123762606999785474,"@brandeebabyyy 😌 I can agree to that, and we get along too! Lol",NOT
1123717480462024710,THE SCREAMS ARE ON ANOTHER LEVEL I CAN TELL THEYRE SEEING @BTS_twt #BTSonE #BBMAs,NOT
1130160715761897474,RT @Dear_Katsuki_: Any of y'all who forgive James Charles are forgetting that he's a racist transphobic motherfucker. Don't forgive him.,HOF
1130020621813837825,@BreakoutNET Makasih udah nayangin the biggest boyband in the whole world BTS di breakout! I purple you! (Means i l… https://t.co/eUmqUJMp7R,NOT
1126902047729754113,RT @juliannarvivas: NOBODY GETS CHEATED ON MORE THEN A BITCH THAT TALK ABOUT THEY MAN ALL DAY 🤣😭,HOF
1123806848489013249,RT @taegisnt: HELLO WHAT THE FUCK https://t.co/lPXqbq35Lh,HOF
1123620092917493761,RT @OmeoMusic: how the fuck do i stop thinking about you constantly,HOF
1127034692597886976,@tr3glove For sure for me is ppl that do shit that tries to be cool or always tryna be a tough guy or using being a… https://t.co/VlAHQjotmT,NOT
1123761013147537411,WHO DID THAT? ARIANA FUCKING GRANDE DID THAT BITCH,HOF
1123608671844327426,"““What do we do if a migrant has come from a country without a functioning government? Think Somalia, Eritrea, Yeme… https://t.co/frL2Ucho5M",NOT
1127060105869107202,"i need to get strapped down, any mommies volunteer",NOT
1126856443053903874,@ngreyy_ Don’t bring me into this it’s you’re own personal problem.,NOT
1130123654895886336,@mitchellvii @JohnBrennan Brennan always looks like he’s smelling bad fish.  He’s bitter and angry ... probably bec… https://t.co/hYdYaHgui0,HOF
1123610961917743105,"RT @eldeen0: Scroll down
⠀

⠀⠀

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
Keep scrolling

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀

⠀

⠀

⠀

⠀
now you’re obligated to rt and rep…",NOT
1126869353125896192,@funder @tifffuxxsake Do it,NOT
1126820850190123009,"Thanks for the info ___ I already knew , God’s got a good plan and He’s working it all out Nothing surprise God He’… https://t.co/ZScV2EB92i",NOT
1130290403633008640,RT @philsadelphia: me after getting my popcorn ready for jeffree’s video and then hearing him say he’s not posting receipts https://t.co/lY…,NOT
1123586421036597248,Lil' mama got a fatty I'm lovin ya waste line / Just like that you'll get them dollaz if ya wine https://t.co/Xgl8stYWnD,NOT
1123715924383629313,@sunrickbell Holy Smoke Batman - will this mean he is shelving his $4 billion tax cut gift to Alberta's most profitable corporations?!,NOT
1123676359518248960,"Playing against Luis Suarez must be so annoying, he’s such a little shit 😂",HOF
1130129912759762945,I think I want to spend a day at the spa for my birthday.,NOT
1126739484907720704,Best. (Obvs I can say this because my kid is almost 11 and thank fuck isn’t as problematic as it was in the early d… https://t.co/cXDde9l3r0,HOF
1123602065811439617,RT @FuckMeFistMeLuv: Pounding my booty down on that fat fucker. https://t.co/qIMTQzbT8V,HOF
1123662564465029120,i want a steve or bucky or stevebucky @ but yall keep saying the only ones i can find suck,HOF
1126926622148386816,"RT @forwardarc: Based on  your tax returns just for 10 years, NY Times concludes you were a  terrible business man (a total loser, in fact…",NOT
1130090989656399873,@MiguelSantosIII @tamwelsh Yes. Unfortunately they are very stupid.,HOF
1130274448504967168,RT @cloutmonger: Cersei in hell watching Dany ass get assassinated like #TheFinalEpisode #GameOfThrones #GoT #demthrones https://t.co/jnvOM…,HOF
1130029073307176961,RT @softangelporn: anyways here’s my ass. goodnight. https://t.co/k4sxzOLPcw,HOF
1123806236137410560,"RT @blusoIe: i suck at texting unless:

1. we’re in a relationship 

2. i like you

3. me &amp; you are close af",HOF
1123764309853708288,"RT @ReneeCarrollAZ: Just when you think the topic of abortion couldn't get any more vile, Alabama Democratic State Rep John Roberts comes a…",NOT
1123640871516291072,@SuzanneEvans1 You’re right...don’t vote.,NOT
1126926001391333376,"RT @xoshayyj: Believe me when I say this. I don’t have beef with any female! Your mad, you don’t like me &amp; me? I just don’t fucking care!",HOF
1123578833536471040,RT @theaccolonn: How fucking cool is this? https://t.co/lqU04X13WR,HOF
1126744778081628160,"Watch it: https://t.co/kSpThXwB4y
Striking wife in bikini Tori Black fucking fervently on the couch... https://t.co/GaYbDVK1hP",HOF
1126794828740689920,RT @rodriguez_sage: Can’t fuck with a nigga that make everybody feel special,HOF
1123716540963143680,"RT @TweetPotato314: billy joel: they sit at the bar

duck: meh

billy joel: and put bread in my jar

duck: ok fuck, here we go",HOF
1126902525892804608,Why can't I enjoy one fucking game or show without having someone ruin it for me?,HOF
1126871408326447104,@MSNBC Thank God for Trump. President after President promised to address this problem and NOBODY stepped up........except Trump.,NOT
1130343511885254656,Frenchie Fry Erasers - for those dog loving stationery addicts out there!! Great gifts for any age and will look su… https://t.co/KXw2TqVBFE,NOT
1127012349510946816,"RT @realDonaldTrump: Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS, the gre…",NOT
1126841591035863042,Fuck the light. https://t.co/GBE3zI6M3l,HOF
1130102087747026944,RT @iMali___: I suck at remembering names but the faces of people I've met I rarely ever forget.,HOF
1130278995105337345,RT @__hipstaaa: niggas that’s not in college be going from school to school like they on tour or some shit 😂,HOF
1126879763388301312,I think I’m boutta fw Waffle House,NOT
1126799023023771648,"@GeorgeBurkeee @RL_Caro Well, you're a fucking disgrace",HOF
1130202730084130817,RT @HHypocrisy101: We have more of a chance and opportunity now that we ever did with the rest of the spineless GoP...I think we might fina…,HOF
1126921693828567040,"RT @OGSaffron: And so Maghavan heard Sudas' cries for help, and so he sent forth mighty bolts to help the young chief, like a conquering he…",NOT
1130123445168005120,"Sun, 19 May 2019 23:50:00 +0900",NOT
1123657367709556736,RT @peoplefor: .@SenKamalaHarris: Has the President or anyone else at the White House ever suggested that you investigate anyone? Yes or no…,NOT
1127008356558942208,I love kissing and not rushing into things let's makeout for 10 mins then fuck that shit builds up 😆,HOF
1123615462414098434,"So apparently, shownu and hyungwon spend the night together. WE NEED SOME SELCAS U JFHSKHSJDJA",NOT
1126792307947319297,RT @kimpetras: why nobody say shit when dudes sing bout drugs n sex n alcohol but when a girl does it it’s wrong and vapid and stupid . thi…,HOF
1126814084765188098,RT @omayarvl: He fucks his half brother after he found out he was gay https://t.co/riQU0vzanz,HOF
1126912978077540353,RT @AphraBrandreth: You don’t need an excuse to #CelebrateChessington but cakes and face painting are always a bonus https://t.co/uV0NfXFDLz,NOT
1130092340184571904,"RT @PopCrave: 2 years ago today, @SelenaGomez released her most acclaimed single, “Bad Liar.” The Platinum-certified song peaked at #20 on…",NOT
1130321282094907393,"RT @triviamiroh: y’all ever just listen to maze of memories and realize that wow,,, 3racha rlly are fucking geniuses like... still haven’t…",HOF
1126791246792593408,RT @Diamond_Symmone: Posting a nigga was the most ghetto shit i have ever done,HOF
1130301073938366466,RT @BodegaaCat: If you defend this season you’re actually a clown. Even the writers and cast are saying it’s shit,NOT
1126928811575001088,I don’t not like James Charles! I think he’s great but ONLY for makeup. I don’t understand why everyone keeps hypin… https://t.co/yTSJtlKvP4,NOT
1126847505004683269,@VivanMarwaha @ProfVarshney But do middle class people want to vote terrorist accused...,NOT
1123736254191939585,"RT @idoItear: ugh he’s OWNING the carpet as usual, nobody else could EVER https://t.co/0XwfINMeB5",NOT
1130292605621686272,Like wtf is Dany gonna do just lock her in a cupboard!,HOF
1123478656809152512,@RoccoMckay4 @TheTonySlattery I think he’ll be just fine and can handle a pathetic troll,NOT
1123786699056844802,RT @snowfairyg: How do you think a 20 yr old yoongi would react if you told him one day he'd be rapping on stage in his own language in fro…,NOT
1126837904230187013,@DinoNuggetsYT When are you getting on worst games on roblox,NOT
1123746488255954950,"this was the thing i wrote for sungjae's bday in 2017 im emo as fuck ""i hope you will stay in my life for many year… https://t.co/AaFCJt0sIT",HOF
1126933387564838912,"RT @MyVeganMenu: Vegan Orange ""Chicken"" Stir Fry With Cauliflower - https://t.co/ryveYW0pRH 🌱

Tag someone who would 😍 this!

#food #foodpo…",NOT
1126952316442173440,"@SkyNews I honestly think it was a very bad mistake, no one would be stupid enough to tweet that if they actually meant it,",NOT
1126915578541891588,@Iunartaegi can you blow up angi’s tweet fake ass,HOF
1123590569236881408,RT @CountDankulaTV: This is another problem that far lefties often use. They NEED an excuse to go after you as you have been painted their…,NOT
1126847198812090376,@MCSmallyy I didn’t think we had one,NOT
1130208212056248320,"The goal is to become international, y’all have have that local shit",HOF
1127069228492656640,"RT @andreaacepedaa: friends: you good?
me: yea, fuck him 
also me:  https://t.co/jn9HYlr1Ss",HOF
1126920976627904513,RT @RachieeeGeee: feel so shit tonight :(,HOF
1126874306594705408,Rockets get two games to beat warriors with no KD. Zero excuses,NOT
1130285622109908997,And they’re usually way fuckin older than her fuck off,HOF
1126963037079003136,RT @nkaiferiii: I use y’all here bc I cannot relate ijn. My confrontational ass is just waiting for anyone to do something I don’t like so…,HOF
1126741900826800128,RT @grins_mp3: my brother leaving this note on the couch for our turtle while he’s away at school https://t.co/0DViGF5vJU,NOT
1123793242183610368,"RT @KeithOlbermann: PERFECTLY-BEHAVED MACY IS ON TOMORROW’S KILL LIST, ANYWAY. A “1” on the behavior school means ideal with people AND dog…",NOT
1123683863123890184,"@votebates @DamianGreen @Conservatives @ToryCanvass @KentTories @AshfordCCA No, the local elections 2019 have becom… https://t.co/Na6GxKbGW4",NOT
1123662497347776512,"RT @chloebennet: Literally though, what the fuck am I doing here? 📷 @EricRayDavidson https://t.co/1yx7xpji4S",HOF
1126847890867904512,i hate psy stat for making me go to school at 8 on a FRIDAY but at least a) i was cute and b) our presentation went… https://t.co/YKDsR0IVaa,NOT
1126874067540369411,@Bernlennials Middle ground = Fuckin Failure you goddam old fool!,HOF
1130253720237879296,"RT @philsadelphia: in honor of paul rudd hosting SNL tonight, here we have his groundbreaking role as dan charles aka one direction’s bigge…",NOT
1127022973691494401,"RT @GOPChairwoman: We've added 6 MILLION jobs since @realDonaldTrump’s election, unemployment is at record lows &amp; wages are on the rise.

O…",NOT
1123778310469713927,OH FUCK,HOF
1126996167890485248,RT @muftimenk: Don’t stress over things you can’t control. Hand it over to the Almighty. There’s no need to spend sleepless nights thinking…,NOT
1126949900544036869,RT @Stunna4Vegas_: Big 4️⃣✖️ out now everywhere fuck nigga,HOF
1123768495781576704,RT @untilthespring: FUCK YALL A NON-ENGLISH-SPEAKING ARTIST WON TOP GROUP OF THE YEAR IN TRUMP'S AMERICA THIS IS THE MF REVOLUTION,HOF
1123812787644399616,"RT @DrOlufunmilayo: Darling Tonto,
please kindly think of a few things:

Think of your son.
Think of yourself.
Think beyond now.
Think of t…",NOT
1130189274765090816,"RT @incorrecttdbkdk: katsuki: move it halfie, I'm claustrophobic

shouto: what does claustrophobic means?

izuku: it means he’s afraid of s…",NOT
1123556205295575042,The fact that thor just walked past on loki cell is forever going to haunt me bye-,NOT
1126953130141339648,"RT @katiejorummie: so I posted this pic on Facebook, and my dad responded with this and I just wanna know why he thought my emotions could…",NOT
1126948981991464960,this shit getting ridiculous,HOF
1126820082640982018,"@Kay2kraybaybay @CoryxKenshin No , like I actually need a dad",NOT
1126781843183849472,@weedcriticsTm @SenThomTillis @DonaldJTrumpJr Hell yeah it has.  Why don’t they just release the fucking report if… https://t.co/nLzDzLDtWZ,HOF
1127060051343093760,@Discord_Awards ASY YOUR FUCKING SLACKING,HOF
1123530565519597573,RT @itsaprilina: Bro am I reading this correctly ? Like deadass is this real life? What in the fuck is wrong with y’all. This is white priv…,HOF
1127081085802766336,"RT @ikonida: hanbin: yeri do it with me

yeri: not this shit again https://t.co/1UkX0tQW9S",HOF
1126892707002109952,@LVanroon @LennieMerrick1 @flyraccoonfly @LoveWestley @peterwalker99 @benshapiro You were right about the ‘simple’ bit,NOT
1130207465440776197,YOU'RE FRIENDLY WITH ALL BANGTAN 💞 JIMIN AND YOU ARE SOULMATES https://t.co/7tfXUlgmgH,NOT
1123539075753967616,I get to wrk at 630 dnt talk to me until 830....i haven't woke up yet bitch,HOF
1129997645387378688,"Another hour! It's May 19, 2019 at 09:30AM",NOT
1126915410786340864,"And I know that 30k ain’t shit in the big picture but that’s almost double what I was at months before, and since I… https://t.co/Kk8u6uvyCR",HOF
1126810372814528513,RT @syeerazak: People always thought that having anxiety is okay and some of them think those people really don’t know how to control it. P…,NOT
1127052447086673921,@emerv99 @hippuscampo Congrats! You’re the 15th person to say that. And generally there are only two sexes at birth,NOT
1126757369398972416,RT @UberFacts: Nearly half of the highest Blood Alcohol Content measurements ever recorded were from people in Poland.,NOT
1126737043789213697,Minnie Jackson was talking her shit on this record bruh,HOF
1126946754820231168,RT @llaurenaaaa: @melanislays that shit make you wanna go home 😢😂,HOF
1126912005011587073,"RT @freedlander: “We’re not meddling in an election, we’re meddling in an investigation, which we have a right to do,” Mr. Giuliani said. “…",NOT
1123632273188896769,"RT @chokinghzard: Treat her like the fuck meat that she is, fuck her tight cunt hard and rough so she remembers who is her true master. htt…",HOF
1126928874493947905,Lame ass nigga doin lame ass shit,HOF
1126939397990043648,"RT @BlindMelon1967: DOIN' IT AGAIN 1990

THINGS YOU NEVER SEE
""You never see a Rolls Royce with a bumper sticker that says 'shit happens'.""…",HOF
1123731640432439297,i know it wont happen but what if shawn actually follows me holy shit im scared,HOF
1126965725648781313,@FaithGoldy ITS GETTING SO BAD WHERE I AM AND IVE GOT TO GET MY MOM DAD OUT THEY HAVE NO IDEA WHATS COMING THEIRS I… https://t.co/NDZDluoOoR,NOT
1123733246842408960,"RT @TellYourSonThis: &gt;Good people live in peaceful place
&gt;Shitty people come because it's nice &amp; affordable
&gt;Good people get tired of shitt…",NOT
1126745264620953601,RT @RoyKeane__: @JesseLingard Love How You Write Like A 12 Year Old Which Is Ironic Because That's Your Mental Age You Immature Fuck. Congr…,HOF
1123636090005364737,"@k_ovfefe Because you're an idiot. That is what they are saying, they think were all idiots.",HOF
1126774436026142720,RT @Ayo__Aroloye: So I promised my wife @glamourbyborah that when she moved to Lagos she would get a lot of jobs and I am bent on keeping t…,NOT
1123653131445907456,"RT @its_lexaa_: I just told my mom and we’re so proud of you, she said “fuck that racist Flanders bitch” https://t.co/WL1sLKhyOF",HOF
1123773730273017856,@mnnicole29 Old ass,HOF
1123507828168151040,"RT @ApostateRidvan: Ex-Muslim: I left Islam.

Muslim: So? Why do you have to tell everyone? What are your qualifications, you ignorant atte…",NOT
1126818639783636992,"RT @funder: Raise your hand if you agree, Putin owns the GOP. 🤚 #TrumpsGOP",NOT
1123532612339814400,"RT @JhaSanjay: Mr #Modi, You just said in UP  that after 2014 there has been no “ dhamaka” didn’t you? You were lying. Your lie has been fu…",HOF
1126823689717202946,"@OfADragonFey 190%

— because you know the rest",NOT
1130149596657700864,RT @aIIahstans: Americans be like “i can excuse killing thousands of children in the middle east but i draw the line at getting rid of a cl…,HOF
1123669543770046465,@realDonaldTrump Don the Con. Biggest con-job in history of America!,NOT
1126972012893806592,It's so fucking good. https://t.co/3JZvHBektD,HOF
1123491701086093313,"@trumpsanassh0le @realDonaldTrump But Tramp is allowed from his ""bully pulpit"" to claim untruths, which CLEARLY thr… https://t.co/Lzu2n4jiBv",HOF
1130023780095598593,Bitch 💀,HOF
1130259680356233216,"“I... can’t get through the boss door!”

“...”

“I wanna fight the bull again!”

He’s repeatedly hitting it with his pyromancy glove.",NOT
1123555882325938177,"@RepCummings US Marshals need to be on hand to jail Barr, and Congress must remove Trump from office immediately.",HOF
1126971643803439106,I’m so sick of this. Why are they still in a position of power over our Country and Legal Citizens.  This is insani… https://t.co/kRhK4Oy6jq,NOT
1126887598352420866,RT @stcvenat: we could’ve had it all but the russos said fuck stevenat rights https://t.co/YKa8VFmdpE,HOF
1130085335730446337,"RT @skeletons_twin: I look at my wife, and she's in short skirts. Crop top. Boots. Lookin fine.
Me: who told you that you could look that b…",NOT
1126979986282438657,RT @KStackz: 69 Followers away from finally getting a creator code...lets get it! #BDRKGAMING,NOT
1123647137802272769,Susie Rabaca needs your help.This mother of newborn twins found out she had cancer while she was 8-months pregnant.… https://t.co/ujC6URgEVO,NOT
1123747260016279552,"RT @kayleenaaajae: you can be so fucking depressed and no one would notice. not your parents, your siblings, your friends, your teachers, y…",HOF
1130243221890555904,"@PalmBae No not unpopular, that bird shit is disgusting",HOF
1127043454507393024,@ogkkai @theestallion @Zomboy Your mixes are always lit and go crazy. I would kill to see you perform live.,NOT
1123684941043240966,RT @JerkVening: Check out this PS1 era ass Marx. 2001 wrestling game crowd model bitch https://t.co/enhLghgsQD,NOT
1123658969938001923,RT @ruinthesteele: billie eilish is a 17 year old girl and y’all are grabbing her boobs???at a m&amp;g??? some of y’all are sick sososo sick,HOF
1126963511048003586,RT @ukpuru: Plain woven raffia cloth (mkpuru?) taken from the Igbo ('Eboe') country by William Baikie before 1856. British Museum. The firs…,NOT
1130313430370476032,RT @itsginnydi: I just want to say that I fucking hate the GoT writers and I will literally never forgive them for rushing the conclusion o…,HOF
1123616116725694464,Go Valour!,HOF
1130175341304188928,RT @__Alton: Ima “nvm” ass nigga I get irritated quick asf. 😭,HOF
1123616288692215809,@Radioactive3D I’m really curious if you think we’ll all be dead or you’re planning on inventing teleporters.,NOT
1123552870807351298,RT @unhxrtful: Do yall ever read a message from someone &amp; think “see this is why I don’t like fucking talking to you” bc same,HOF
1126953633487237125,"RT @dotslondon: 118 days in our foster sanctuary  away from her homeless owner, 1 high court injunction served on a London borough council…",NOT
1123656587552464896,Tell me who the fuck U wanna be,HOF
1130348188542623744,RT @princess_stef69: Its called rape because there isnt consent . Consensual rape isnt possible and date rape is fucking terrible ? https:/…,HOF
1126928719308713984,RT @roach_on: I was fighting for my fucking life man. https://t.co/dw7EBF9DCl,HOF
1130304513267642369,"RT @bukolasaraki: Today, I attended the Fidau Prayer for the late Hajia Hanatu Nagode, the Agbesinga Adini of Ansarul Islam Asalatu Women’s…",NOT
1130207079594172416,RT @neverenwickk: nah nah nah not here for folk who are fine w/ you one minute then salty with you the next hahahaha tf,HOF
1130121293473431553,Why is ISuza still on the pitch. He needs to be subbed and sold immediately. #MashemejiDerby #INGWE,NOT
1126884570064834561,"RT @TradepChat: Are you looking for free fuck, this site for you https://t.co/ni5RRXMrOn https://t.co/kEf06h0Y8z",HOF
1123556540831731713,"RT @annkillion: When asked if he ever played after getting poked in the eye, Kerr said ""It's hard to get poked in the eye when you're on th…",NOT
1126944280168280064,RT @dionyseuI: wendy stans come get ya food *__* https://t.co/zQmQVJI9xs,NOT
1126907022182633472,RT @doloBASED: Done repeating myself if you don’t act ya part ya getting replaced sorry not sorry,NOT
1123503721965608961,"RT @AnfieldEdition: The same man has been seen in another video being racist towards an elderly Asian man, who’s also been pushed in a foun…",HOF
1130107750090977280,RT @gmyn: Good luck to everyone running in the @SimplyhealthUK #Manchester @Great_Run today! 🙌 You're all heroes and we'll be cheering you…,NOT
1127072957224763393,RT @HeyItsDeeGamer: Trying to find those jokes about #StephCurry being trash. Steph just took out trash. #STEPHBETTER https://t.co/TreR3Ece…,HOF
1130127257803132928,RT @ReaIDaBaby: i wanna love the fuck out of somebody and not look stupid.,HOF
1123726124943593472,I knew from his accent he was racist,HOF
1123603407963553792,"If you take everything personally, you’ll remain offended for the rest of your life!",NOT
1126779381127483392,RT @brielarsqn: this bitch is so pretty ... i’m tired https://t.co/VPZlsmPXvX,HOF
1126862851967201281,@Rubiu5 Fuck,HOF
1126930074064887811,@TChivese @tarirokamuti Where were you born ? If you don’t know about this then you were probably born and bred in town.,NOT
1130330035599097856,"RT @soulfluidity: Not gonna lie, if they made a spinoff of Arya’s adventures I would watch the fuck out of it.

Call it “West of Westeros”…",HOF
1123638736607154176,"Etika is officially cancelled.
What a fucking prick.
What a fucking cunt.
What a fucking attention whore.
I can't s… https://t.co/OvKRuhNRbN",HOF
1123481433446727682,"RT @jacobamirabrown: “i HeArd sOmEthiNG aBoUt yOU”

go hear it again bitch cause i don’t give a fuck",HOF
1123762313381785600,Me everytime I go out but someone always hands me a damn drink,HOF
1123644533143670785,@7im Like after they hand you their buisness card?,NOT
1126860431857991682,Damn old people get on my nerves,HOF
1126960252090556416,@IGetCrazyyyyyy @Undercoveriana BITCH BYEE MY SHIT BE SWIMMING,HOF
1126817398286426112,@realDonaldTrump American consumers pay this tax increase not China moron.,HOF
1123613419796492291,"RT @AlineFe72533941: Scroll down
⠀

⠀⠀

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
Keep scrolling

⠀

⠀
⠀

⠀

⠀

⠀
⠀

⠀

a little more

⠀

⠀

⠀

⠀
NOW YOU'RE OBLI…",NOT
1130248645138366464,@Crushinat0r I want to do the haunted lighthouse tour sometime!,NOT
1123546566760042496,RT @catturd2: Good morning to everyone especially AG Barr who’s getting attacked because he’s about to bring the pain to the treasonous dee…,NOT
1126809366177505281,"Simple, don’t want to pay the rate? Don’t take the card or don’t carry a balance. Easy!",NOT
1123658655361118208,"RT @NiallBaxter: ""I'll help defend the crypt"" Absolutely fucking no where to be seen when shit hit the fan in the crypt. Little gobshite sh…",HOF
1126845386855976960,"RT @saltydkdan: Whoever is creating “White” Hulk edits:

FUCKING STOP https://t.co/AoC0lOMGnb",HOF
1126887757723373568,@AngstyHeart “You’ve never seen what happens when a dragon grows greedy. Have you~?”,NOT
1126952597489881091,RT @SholaMos1: My piece in @HuffPostUK on how #WhitePrivilege whitewashes #racist inflammatory behaviour as UNCONSCIOUS BIAS; perpetuates B…,NOT
1126933068806144000,"I don’t back track, go away",NOT
1130228017547153409,RT @mindyanns: The fact that the president feels that these horrible crimes shouldn’t be punished because of the ethnicity of the victims r…,HOF
1126789057378385920,RT @prettyindie: They say Real Bitch over a Bad Bitch but you don’t even gotta choose.,HOF
1123762896381599758,RT @iAintAsianTho: i want them to run a fucking train on me like the worthless whore that i am https://t.co/BBtWD8ArRW,HOF
1126848650053812224,RT @lachicapicante: Y’all stuck kids in cages and separated them from their parents but you’re pressed over a fetus. Fucking Republicans. h…,HOF
1130202637817778185,"RT @frankwarren_tv: “Congratulations @BronzeBomber - you’re the second baddest man on the planet behind me.”

- @Tyson_Fury congratulates W…",NOT
1123693652621103104,"Gentlemen, please remember that this is the same father who said “ damn I didn’t even get to finish my nap.” When h… https://t.co/SHCB4hvVpc",NOT
1123827891341598720,RT @playnikes: all of u should have an extra contact case at ur house incase i ever come to chill and i need one,NOT
1123737608931115008,@afedbeats How you hate gay people but fuck animals😭😭😭,HOF
1126851430881611776,RT @jensrina: this shit happens way too often it's not even a coincidence anymore. every fucking time there's always someone that's gotta s…,HOF
1123698731931582464,"RT @sinnsage: i know you're addicted. You need your fix of my delicious, outstanding booty. you're going to have yet another round of worsh…",NOT
1130177375533248512,RT @adamrowecomedy: Today some racist divvy called James Goddard came to Liverpool and two Scouse women made him run away and climb up a tr…,NOT
1130083049813815301,The entire plot is basically what Trunks did in Dragon Ball Z (multiverse theory’s a bitch),HOF
1130289447340089345,RT @seauIater: NikkieTutorials was supposed to collaborate with Blackpink but they had to cancel cause they were sick https://t.co/zxOxbHQA…,NOT
1123803740514017280,RT @slthnrafi: boys who destroy someone’s makeup and didn’t felt any guilt about it ARE FUCKING DUMB https://t.co/RIneHG7Lrv,HOF
1123782836098564098,@thehill @realDonaldTrump  is a fucking child.,HOF
1123719653111549952,This is the most stupid and insane thing I’ve ever come across in my life. Making a woman alter her testosterone le… https://t.co/wYotA3fJ4d,NOT
1130290483325014018,RT @SkinnyboyBLU: This is all so stupid,HOF
1127046491175043072,RT @FredBrooklyn: Don’t you have a cock to suck for a few shekels? https://t.co/LVk2adV8f1,HOF
1126977780086919169,Being sick sucks,HOF
1123800531896553472,@MissLilyDoodle So you get it.,NOT
1130137261213999106,RT @simpboylen: might fuck around and get myself one https://t.co/d5V27GAAgK,HOF
1130318534838509568,"Another day! It's May 20, 2019 at 11:45AM #RenHotels #MRpoints have s lunch",NOT
1123597343025172481,"@YvonneCampfens @CokoFoundation Hi Yvonne, this is to make full text of accepted author manuscripts published in pe… https://t.co/Tovr5UI3R8",NOT
1130301216540581888,""" ...ME - This is total bullshit !

Some people are saying""",HOF
